,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_lot15,geo_loc,distance
17276,380000.0,4,2.5,2270,11500,1.0,0.0,0.0,3,8,1967,98034,47.709,-122.241,10918,"(47.709, -122.241)",7.9215
17279,340000.0,3,1.75,1280,16200,1.0,0.0,0.0,3,8,1976,98077,47.743,-122.071,10565,"(47.743, -122.071)",15.508
17281,600000.0,4,2.25,1970,7125,1.5,0.0,0.0,3,7,1908,98115,47.672,-122.293,4750,"(47.672, -122.293)",4.41
17282,400000.0,1,1.0,1390,60984,1.0,0.0,0.0,3,6,1960,98019,47.765,-121.903,24225,"(47.765, -121.903)",23.0913
17283,364000.0,4,1.0,1020,11383,1.5,0.0,0.0,5,6,1947,98155,47.743,-122.321,11213,"(47.743, -122.321)",8.4882
17285,285000.0,2,1.0,800,6240,1.0,0.0,0.0,3,6,1954,98125,47.726,-122.296,8000,"(47.726, -122.296)",7.6452
17286,669000.0,3,1.0,1560,4500,1.5,0.0,0.0,5,7,1915,98112,47.62,-122.292,4500,"(47.62, -122.292)",2.7834
17287,475000.0,4,2.0,2100,13468,1.0,0.0,0.0,5,7,1962,98125,47.714,-122.292,8675,"(47.714, -122.292)",6.9434
17288,747000.0,2,1.0,990,4000,1.0,0.0,0.0,4,7,1911,98103,47.659,-122.341,4000,"(47.659, -122.341)",2.6113
17289,317000.0,3,1.5,1060,5750,1.0,0.0,0.0,2,7,1981,98126,47.553,-122.372,5750,"(47.553, -122.372)",4.8536
17290,390000.0,2,1.0,1270,8164,1.0,0.0,0.0,4,6,1941,98125,47.712,-122.311,9095,"(47.712, -122.311)",6.507
17291,1070000.0,4,2.5,2740,5000,2.0,0.0,0.0,3,9,2012,98107,47.674,-122.371,5000,"(47.674, -122.371)",3.7102
17292,1210000.0,4,2.75,2470,5500,1.0,0.0,3.0,3,9,1960,98107,47.659,-122.358,5500,"(47.659, -122.358)",2.5801
17294,518000.0,4,2.5,2070,10244,1.0,0.0,0.0,3,8,1969,98006,47.559,-122.178,9683,"(47.559, -122.178)",9.1871
17295,147500.0,3,1.75,1010,6552,1.0,0.0,0.0,3,7,1969,98042,47.375,-122.117,6552,"(47.375, -122.117)",20.2742
17296,555000.0,4,2.25,2220,8125,1.0,0.0,0.0,4,8,1965,98006,47.543,-122.177,8700,"(47.543, -122.177)",9.7985
17297,427500.0,2,2.0,1090,934,3.0,0.0,0.0,3,8,2008,98109,47.634,-122.342,1376,"(47.634, -122.342)",0.9502
17299,265950.0,3,2.5,1490,3840,2.0,0.0,0.0,3,7,2002,98042,47.374,-122.133,4384,"(47.374, -122.133)",19.9399
17300,247500.0,2,1.0,700,6046,1.0,0.0,0.0,3,6,1950,98133,47.717,-122.34,6790,"(47.717, -122.34)",6.5933
17301,244000.0,4,1.0,1450,8960,1.0,0.0,0.0,3,6,1943,98146,47.497,-122.348,7680,"(47.497, -122.348)",8.6315
17302,578550.0,3,2.5,2120,6602,2.0,0.0,0.0,4,8,1989,98029,47.567,-122.012,7795,"(47.567, -122.012)",16.2764
17303,451000.0,4,2.5,1670,3315,2.0,0.0,0.0,3,7,2005,98029,47.553,-121.998,2051,"(47.553, -121.998)",17.1565
17304,489000.0,2,1.75,1810,4220,2.0,0.0,0.0,3,8,2004,98053,47.718,-122.034,4479,"(47.718, -122.034)",16.2046
17305,190000.0,2,1.0,710,1164794,1.0,0.0,0.0,2,5,1915,98014,47.689,-121.909,16730,"(47.689, -121.909)",21.1186
17306,475000.0,3,3.0,2540,18900,1.0,0.0,0.0,3,7,1978,98072,47.754,-122.144,16000,"(47.754, -122.144)",13.2902
17307,485000.0,3,2.0,1420,4080,1.5,0.0,0.0,3,7,1905,98103,47.687,-122.349,4590,"(47.687, -122.349)",4.4997
17308,530000.0,3,2.75,2440,45738,2.0,0.0,0.0,3,8,1987,98027,47.545,-121.957,189100,"(47.545, -121.957)",19.1468
17309,379000.0,4,2.5,2570,10155,2.0,0.0,0.0,3,9,1994,98030,47.384,-122.17,10155,"(47.384, -122.17)",18.4963
17312,189950.0,3,1.0,920,6460,1.0,0.0,0.0,5,6,1969,98042,47.367,-122.082,4770,"(47.367, -122.082)",21.6495
17313,637500.0,4,3.0,2320,4468,2.0,0.0,0.0,3,8,1999,98029,47.546,-122.009,3541,"(47.546, -122.009)",16.8102
17316,460000.0,3,1.0,1130,7000,1.0,0.0,0.0,3,6,1944,98125,47.713,-122.283,7000,"(47.713, -122.283)",7.0596
17317,543500.0,4,2.5,2550,5835,2.0,0.0,0.0,3,8,1998,98065,47.537,-121.87,5817,"(47.537, -121.87)",23.2048
17320,515000.0,4,2.5,2030,39049,1.0,0.0,0.0,4,7,1953,98166,47.441,-122.345,14605,"(47.441, -122.345)",12.5029
17323,476800.0,3,1.75,1900,43700,1.5,0.0,0.0,4,6,1919,98052,47.727,-122.136,43995,"(47.727, -122.136)",12.3869
17324,815000.0,3,1.5,1940,3570,2.0,0.0,0.0,4,8,1916,98105,47.662,-122.325,3570,"(47.662, -122.325)",3.0367
17325,455600.0,3,2.5,2420,8252,2.0,0.0,0.0,3,7,1998,98065,47.538,-121.871,5818,"(47.538, -121.871)",23.1421
17327,1200000.0,5,4.0,2710,2800,3.0,0.0,0.0,3,10,1974,98119,47.635,-122.364,3600,"(47.635, -122.364)",1.0711
17329,242000.0,3,1.75,1310,9645,1.0,0.0,0.0,3,7,1979,98198,47.405,-122.29,9893,"(47.405, -122.29)",15.2605
17330,715000.0,4,2.5,2650,30500,1.0,0.0,0.0,4,8,1960,98029,47.553,-122.028,30500,"(47.553, -122.028)",15.8181
17332,370000.0,4,3.0,2580,5511,2.0,0.0,0.0,3,8,1999,98058,47.429,-122.185,5600,"(47.429, -122.185)",15.4314
17334,160000.0,2,1.0,1040,13100,1.0,0.0,0.0,5,6,1912,98032,47.388,-122.234,5080,"(47.388, -122.234)",17.0691
17335,800000.0,5,1.75,1930,501376,2.0,0.0,0.0,3,7,1930,98014,47.629,-121.911,87120,"(47.629, -121.911)",20.528
17336,520000.0,4,3.0,2190,5085,2.0,0.0,0.0,4,8,1992,98029,47.569,-122.002,5142,"(47.569, -122.002)",16.6988
17338,335000.0,4,1.0,1480,6500,1.5,0.0,0.0,4,7,1914,98118,47.528,-122.267,6000,"(47.528, -122.267)",7.5947
17339,919000.0,4,2.5,3620,17133,1.0,0.0,4.0,3,10,1993,98075,47.56,-122.027,17026,"(47.56, -122.027)",15.7232
17340,425000.0,3,2.75,3370,13929,2.0,0.0,0.0,3,9,1986,98092,47.341,-122.197,14048,"(47.341, -122.197)",20.7091
17341,420000.0,5,2.5,2100,14395,1.0,0.0,0.0,3,7,1983,98155,47.772,-122.317,8700,"(47.772, -122.317)",10.4957
17342,905000.0,4,3.0,3370,47959,2.0,0.0,0.0,4,10,1981,98072,47.733,-122.129,38896,"(47.733, -122.129)",12.8941
17343,435000.0,2,1.0,2240,7200,1.0,0.0,0.0,4,7,1940,98118,47.563,-122.271,6000,"(47.563, -122.271)",5.5409
17345,725000.0,4,2.75,2630,7505,2.0,0.0,0.0,3,8,1994,98052,47.685,-122.163,7506,"(47.685, -122.163)",9.8051
17346,840000.0,4,1.75,2330,4000,2.0,0.0,0.0,5,8,1924,98105,47.666,-122.289,4000,"(47.666, -122.289)",4.2194
17348,853505.0,3,2.5,2820,14890,1.0,0.0,4.0,3,9,1985,98034,47.702,-122.228,14890,"(47.702, -122.228)",7.9853
17350,418500.0,3,2.5,2060,4399,2.0,0.0,0.0,3,7,2007,98065,47.541,-121.884,4399,"(47.541, -121.884)",22.503
17351,826000.0,3,1.5,1890,5000,1.5,0.0,0.0,3,9,1929,98109,47.631,-122.353,5000,"(47.631, -122.353)",0.6317
17352,742000.0,4,2.5,2810,10986,2.0,0.0,0.0,3,10,1997,98075,47.594,-121.981,10986,"(47.594, -121.981)",17.3755
17353,180000.0,4,1.0,1470,18581,1.5,0.0,0.0,3,6,1924,98055,47.434,-122.197,18581,"(47.434, -122.197)",14.8539
17354,286000.0,4,1.75,2190,8400,2.0,0.0,0.0,2,8,1978,98023,47.3,-122.373,7700,"(47.3, -122.373)",22.2634
17355,421200.0,3,2.5,1440,3060,2.0,0.0,0.0,3,7,2003,98053,47.682,-122.035,3060,"(47.682, -122.035)",15.3141
17356,390000.0,3,3.0,2480,14141,1.0,0.0,0.0,3,8,1994,98038,47.378,-122.033,10667,"(47.378, -122.033)",22.4788
17357,739000.0,4,2.5,2780,6737,2.0,0.0,0.0,3,9,2002,98006,47.566,-122.122,7950,"(47.566, -122.122)",11.3785
17358,499900.0,4,3.0,2180,12196,2.0,0.0,0.0,4,7,1968,98027,47.534,-122.033,6534,"(47.534, -122.033)",16.048
17360,842500.0,3,2.25,2560,3996,1.5,0.0,0.0,3,8,1910,98112,47.632,-122.306,4320,"(47.632, -122.306)",2.2396
17361,492500.0,2,2.25,1600,80400,2.0,0.0,0.0,4,7,1978,98070,47.442,-122.505,198414,"(47.442, -122.505)",14.3404
17362,836500.0,3,2.5,2230,7200,3.0,0.0,3.0,3,9,1996,98118,47.558,-122.265,7200,"(47.558, -122.265)",5.9846
17363,334000.0,2,1.0,900,1818,2.0,0.0,0.0,4,7,1945,98199,47.648,-122.397,1830,"(47.648, -122.397)",2.775
17364,179900.0,3,1.0,1010,9920,1.0,0.0,0.0,3,6,1977,98042,47.324,-122.14,9680,"(47.324, -122.14)",22.8344
17366,310000.0,3,2.5,1890,6300,2.0,0.0,0.0,3,7,2003,98038,47.367,-122.031,6525,"(47.367, -122.031)",23.1154
17367,335000.0,4,2.25,2160,8817,1.0,0.0,0.0,3,7,1965,98133,47.76,-122.356,8817,"(47.76, -122.356)",9.5439
17368,499950.0,4,2.25,2160,8817,1.0,0.0,0.0,3,7,1965,98133,47.76,-122.356,8817,"(47.76, -122.356)",9.5439
17369,658500.0,2,1.0,1410,5101,1.5,0.0,0.0,3,8,1927,98103,47.687,-122.333,4224,"(47.687, -122.333)",4.5814
17370,297000.0,2,1.5,1430,1650,3.0,0.0,0.0,3,7,1999,98125,47.722,-122.29,1650,"(47.722, -122.29)",7.4883
17372,780000.0,3,2.25,2206,82031,1.0,0.0,2.0,3,6,1983,98074,47.63,-122.069,53024,"(47.63, -122.069)",13.1763
17375,525000.0,3,2.5,2320,9610,1.0,0.0,0.0,3,9,1990,98011,47.739,-122.204,9608,"(47.739, -122.204)",10.6145
17376,365000.0,2,1.75,1270,7500,1.0,0.0,0.0,4,7,1982,98074,47.619,-122.063,7500,"(47.619, -122.063)",13.4467
17377,500000.0,4,3.0,2570,9104,2.0,0.0,2.0,3,7,1930,98116,47.582,-122.401,4950,"(47.582, -122.401)",3.5882
17378,179950.0,3,1.0,920,4875,1.0,0.0,0.0,5,6,1969,98042,47.365,-122.081,5200,"(47.365, -122.081)",21.7893
17379,440000.0,3,2.0,1790,32379,1.0,0.0,0.0,3,7,2007,98045,47.483,-121.698,43560,"(47.483, -121.698)",31.9584
17380,145000.0,1,0.75,480,9750,1.0,0.0,0.0,2,4,1948,98146,47.498,-122.362,9924,"(47.498, -122.362)",8.5741
17381,331000.0,4,3.0,2483,5701,2.0,0.0,0.0,3,8,2005,98030,47.362,-122.199,5720,"(47.362, -122.199)",19.3207
17384,225000.0,3,2.25,1650,7739,1.0,0.0,0.0,3,8,1986,98003,47.353,-122.304,6033,"(47.353, -122.304)",18.7122
17385,199000.0,3,1.0,1510,9100,1.0,0.0,0.0,3,7,1966,98003,47.333,-122.319,7220,"(47.333, -122.319)",20.0194
17386,550000.0,3,1.75,2910,35200,1.5,0.0,0.0,3,8,1979,98075,47.575,-122.035,37500,"(47.575, -122.035)",15.1071
17387,1430000.0,4,4.25,4960,6000,2.5,0.0,0.0,3,11,1909,98109,47.644,-122.356,4080,"(47.644, -122.356)",1.54
17388,805000.0,3,2.0,2710,4500,1.5,0.0,0.0,4,8,1929,98115,47.675,-122.295,4500,"(47.675, -122.295)",4.5195
17390,347000.0,3,1.0,940,9198,1.0,0.0,0.0,3,7,1968,98052,47.689,-122.117,8370,"(47.689, -122.117)",11.8662
17392,436000.0,4,2.5,2640,3899,2.0,0.0,0.0,3,7,2000,98011,47.754,-122.217,4057,"(47.754, -122.217)",11.0706
17394,557000.0,3,2.5,1630,1587,3.0,0.0,0.0,3,8,2004,98107,47.669,-122.393,1527,"(47.669, -122.393)",3.7797
17395,135000.0,3,1.0,830,9600,1.0,0.0,0.0,3,7,1959,98032,47.37,-122.297,9198,"(47.37, -122.297)",17.591
17397,648752.0,3,2.25,2060,9953,1.0,0.0,0.0,5,8,1964,98040,47.577,-122.233,9600,"(47.577, -122.233)",6.341
17398,1390000.0,4,3.0,4040,20001,1.0,0.0,0.0,3,9,1972,98004,47.641,-122.212,20098,"(47.641, -122.212)",6.6372
17399,630100.0,4,2.75,1910,11356,1.0,0.0,0.0,5,7,1977,98033,47.7,-122.2,11357,"(47.7, -122.2)",8.8856
17400,739000.0,4,2.5,2800,246114,2.0,0.0,0.0,3,9,1999,98014,47.659,-121.962,60351,"(47.659, -121.962)",18.3222
17401,269000.0,3,1.5,1320,2625,2.0,0.0,0.0,3,7,1986,98133,47.732,-122.338,5250,"(47.732, -122.338)",7.6338
17402,250000.0,3,1.0,1220,5038,1.0,0.0,0.0,5,6,1942,98056,47.496,-122.189,5038,"(47.496, -122.189)",11.5421
17403,475000.0,5,2.75,3100,5298,2.0,0.0,0.0,3,7,2007,98065,47.537,-121.887,5250,"(47.537, -121.887)",22.4391
17404,290000.0,1,1.0,550,5700,1.0,0.0,0.0,2,6,1916,98117,47.685,-122.366,4560,"(47.685, -122.366)",4.4103
17405,219000.0,3,1.0,1080,10639,1.5,0.0,0.0,3,7,1953,98002,47.317,-122.219,10600,"(47.317, -122.219)",21.9594
17406,416000.0,2,1.0,880,6650,1.0,0.0,0.0,5,6,1918,98117,47.691,-122.372,6650,"(47.691, -122.372)",4.8669
17408,302000.0,4,2.75,2030,9120,1.0,0.0,0.0,4,7,1988,98003,47.282,-122.303,7627,"(47.282, -122.303)",23.5948
17409,565000.0,4,2.0,2040,8281,2.0,0.0,1.0,3,7,1961,98033,47.669,-122.195,8281,"(47.669, -122.195)",7.9873
17410,281700.0,3,1.0,1570,8316,1.0,0.0,0.0,3,7,1962,98031,47.394,-122.198,8295,"(47.394, -122.198)",17.3034
17411,480000.0,2,1.0,1500,3420,1.0,0.0,0.0,3,7,1902,98103,47.661,-122.338,3420,"(47.661, -122.338)",2.7758
17414,345000.0,3,1.5,1390,13860,2.0,0.0,0.0,3,7,1979,98045,47.47,-121.747,11860,"(47.47, -121.747)",30.0915
17415,300000.0,3,3.0,2850,9375,1.0,0.0,0.0,3,8,1977,98055,47.465,-122.209,9375,"(47.465, -122.209)",12.7208
17416,364950.0,4,2.5,2070,2992,2.0,0.0,0.0,3,8,2002,98058,47.45,-122.12,2957,"(47.45, -122.12)",16.0587
17418,231000.0,3,1.75,1220,8817,1.0,0.0,0.0,3,7,1978,98023,47.311,-122.396,8028,"(47.311, -122.396)",21.5806
17419,445000.0,3,2.0,1630,8702,1.0,0.0,0.0,3,9,1987,98056,47.517,-122.193,9890,"(47.517, -122.193)",10.3568
17420,530000.0,2,2.5,1785,779,2.0,0.0,0.0,3,7,1975,98004,47.596,-122.198,794,"(47.596, -122.198)",7.3799
17421,353500.0,3,2.5,1260,972,2.0,0.0,0.0,3,8,2008,98144,47.587,-122.316,925,"(47.587, -122.316)",2.9293
17422,209950.0,3,1.5,1380,11130,1.0,0.0,0.0,3,7,1960,98003,47.315,-122.323,9200,"(47.315, -122.323)",21.2471
17423,650000.0,3,1.75,2330,7200,1.0,0.0,0.0,4,8,1950,98118,47.565,-122.274,7200,"(47.565, -122.274)",5.3445
17424,325000.0,2,1.0,840,4239,1.0,0.0,0.0,3,7,1948,98126,47.532,-122.382,4494,"(47.532, -122.382)",6.37
17425,257000.0,3,2.25,1730,9516,1.0,0.0,0.0,3,8,1978,98030,47.382,-122.166,8165,"(47.382, -122.166)",18.7051
17426,337000.0,4,2.5,2230,5970,2.0,0.0,0.0,4,7,2002,98042,47.374,-122.131,4919,"(47.374, -122.131)",19.9879
17427,541000.0,3,2.5,1790,4038,2.0,0.0,0.0,3,8,2005,98029,47.55,-121.998,3365,"(47.55, -121.998)",17.2156
17428,577500.0,3,2.5,2280,10879,2.0,0.0,0.0,3,9,1984,98074,47.622,-122.034,9536,"(47.622, -122.034)",14.7954
17429,560000.0,3,2.5,2430,5128,1.0,0.0,1.0,3,8,1978,98136,47.52,-122.389,5330,"(47.52, -122.389)",7.2521
17430,979700.0,5,3.0,3730,5500,1.5,0.0,0.0,3,7,1927,98102,47.651,-122.32,5500,"(47.651, -122.32)",2.4941
17431,750000.0,5,3.0,2230,8560,1.0,0.0,0.0,3,8,1960,98008,47.615,-122.115,8560,"(47.615, -122.115)",11.0342
17433,530000.0,4,1.75,1814,5000,1.0,0.0,0.0,4,7,1951,98115,47.684,-122.281,5000,"(47.684, -122.281)",5.4072
17434,235000.0,4,1.75,1920,9350,1.0,0.0,0.0,4,7,1977,98002,47.292,-122.195,8400,"(47.292, -122.195)",23.9406
17437,465000.0,4,2.5,1930,9653,1.0,0.0,0.0,4,9,1968,98023,47.337,-122.335,10454,"(47.337, -122.335)",19.7002
17439,630000.0,6,3.0,2470,9328,2.0,0.0,0.0,3,8,1982,98007,47.602,-122.153,9454,"(47.602, -122.153)",9.3569
17440,445000.0,3,2.25,1630,6449,1.0,0.0,0.0,3,7,1986,98011,47.727,-122.232,7429,"(47.727, -122.232)",9.1512
17442,565000.0,3,1.75,1490,5000,1.0,0.0,1.0,3,8,1954,98136,47.526,-122.392,5000,"(47.526, -122.392)",6.8872
17443,330000.0,3,2.5,1740,1844,2.0,0.0,0.0,3,8,2008,98106,47.525,-122.365,1789,"(47.525, -122.365)",6.7238
17444,463000.0,4,2.75,1900,6000,1.0,0.0,2.0,3,7,1961,98178,47.495,-122.229,6000,"(47.495, -122.229)",10.4694
17446,219500.0,3,1.0,1090,6710,1.5,0.0,0.0,5,5,1912,98002,47.307,-122.217,6708,"(47.307, -122.217)",22.649
17447,622200.0,3,1.75,1720,7200,1.0,0.0,0.0,3,7,1959,98125,47.706,-122.304,8000,"(47.706, -122.304)",6.2203
17448,474800.0,2,3.25,1400,1243,3.0,0.0,0.0,3,8,2000,98103,47.653,-122.353,1335,"(47.653, -122.353)",2.1497
17449,465000.0,4,2.5,2090,9702,1.0,0.0,0.0,5,7,1965,98133,47.747,-122.339,7200,"(47.747, -122.339)",8.6637
17450,389950.0,3,1.75,1580,9049,1.0,0.0,0.0,3,8,1966,98177,47.778,-122.375,8446,"(47.778, -122.375)",10.8398
17451,650000.0,4,2.5,2620,19864,2.0,0.0,0.0,4,8,1984,98052,47.701,-122.122,13285,"(47.701, -122.122)",12.0053
17453,304500.0,4,2.5,2030,5202,2.0,0.0,0.0,3,8,2001,98031,47.388,-122.176,5232,"(47.388, -122.176)",18.1226
17454,307000.0,3,1.0,1020,8484,1.0,0.0,0.0,3,6,1949,98155,47.772,-122.31,9660,"(47.772, -122.31)",10.5507
17455,485000.0,3,2.5,1540,7120,1.0,0.0,0.0,3,7,1938,98038,47.373,-122.037,6638,"(47.373, -122.037)",22.6177
17456,1560000.0,5,3.0,3910,16200,1.0,0.0,0.0,4,9,1960,98004,47.633,-122.217,16200,"(47.633, -122.217)",6.3191
17457,650500.0,5,4.25,3920,11412,2.0,0.0,0.0,3,7,1955,98006,47.577,-122.151,9750,"(47.577, -122.151)",9.8519
17459,710000.0,3,2.5,2330,9160,2.0,0.0,0.0,3,9,1997,98006,47.547,-122.181,9160,"(47.547, -122.181)",9.4904
17460,540000.0,3,2.5,2600,23361,1.5,1.0,4.0,3,8,1912,98146,47.5,-122.379,14700,"(47.5, -122.379)",8.5181
17461,601000.0,4,1.75,1950,4200,1.0,0.0,0.0,5,7,1951,98115,47.675,-122.285,5000,"(47.675, -122.285)",4.8062
17463,293000.0,4,1.0,1130,8308,1.5,0.0,0.0,4,6,1944,98166,47.467,-122.355,8652,"(47.467, -122.355)",10.7037
17464,597500.0,3,2.5,2620,4800,2.0,0.0,0.0,3,7,2002,98053,47.685,-122.037,4756,"(47.685, -122.037)",15.2819
17465,240000.0,2,1.0,1120,45302,1.0,0.0,2.0,4,5,1932,98045,47.511,-121.77,101930,"(47.511, -121.77)",28.1804
17468,340000.0,3,1.75,1960,8136,1.0,0.0,0.0,3,7,1948,98106,47.521,-122.364,7480,"(47.521, -122.364)",6.9951
17470,270000.0,2,1.0,1150,3600,1.0,0.0,0.0,3,6,1910,98144,47.573,-122.31,4000,"(47.573, -122.31)",3.8975
17471,365000.0,4,2.5,2800,6820,2.0,0.0,0.0,4,7,1997,98042,47.37,-122.108,6820,"(47.37, -122.108)",20.7929
17472,428000.0,3,2.0,1310,2550,1.0,0.0,0.0,3,7,1986,98103,47.691,-122.35,5100,"(47.691, -122.35)",4.775
17473,600000.0,3,1.75,2340,57499,1.0,0.0,0.0,3,8,1988,98053,47.699,-122.044,137649,"(47.699, -122.044)",15.2779
17475,339900.0,4,2.5,2340,9748,1.0,0.0,1.0,3,8,1981,98003,47.336,-122.331,8241,"(47.336, -122.331)",19.7774
17476,275000.0,3,1.0,1290,11250,1.0,0.0,0.0,3,7,1956,98166,47.474,-122.341,11196,"(47.474, -122.341)",10.2311
17477,361600.0,2,1.0,760,6380,1.0,0.0,0.0,3,6,1941,98115,47.691,-122.31,6380,"(47.691, -122.31)",5.1537
17478,325000.0,6,2.0,2780,13950,2.5,0.0,0.0,4,7,1955,98030,47.374,-122.226,13950,"(47.374, -122.226)",18.1055
17479,1050000.0,3,2.0,2090,4077,1.5,0.0,0.0,4,8,1931,98112,47.643,-122.3,4132,"(47.643, -122.3)",2.8143
17480,959750.0,4,3.0,3060,50002,1.0,0.0,2.0,4,8,1957,98008,47.62,-122.096,16181,"(47.62, -122.096)",11.909
17481,210000.0,3,1.0,1110,7962,1.0,0.0,0.0,3,7,1962,98146,47.504,-122.36,8094,"(47.504, -122.36)",8.1553
17482,258000.0,3,2.0,1790,7879,1.5,0.0,0.0,3,7,1998,98001,47.263,-122.289,7879,"(47.263, -122.289)",24.9701
17483,468000.0,3,1.5,1830,9848,1.0,0.0,0.0,5,7,1962,98056,47.539,-122.18,8168,"(47.539, -122.18)",9.8411
17486,115000.0,2,1.0,790,7252,1.0,0.0,0.0,3,5,1930,98146,47.505,-122.365,11470,"(47.505, -122.365)",8.1008
17487,500000.0,3,2.5,2300,4307,2.0,0.0,0.0,3,8,1998,98034,47.733,-122.197,4307,"(47.733, -122.197)",10.5223
17488,431000.0,3,2.5,2440,71002,1.0,0.0,0.0,4,9,1996,98022,47.269,-122.01,84000,"(47.269, -122.01)",29.1456
17489,241500.0,3,2.0,1310,7349,1.0,0.0,0.0,3,7,1995,98030,47.364,-122.186,6580,"(47.364, -122.186)",19.4259
17491,982000.0,4,2.5,2790,10289,2.0,0.0,0.0,3,9,1987,98006,47.548,-122.158,10126,"(47.548, -122.158)",10.3711
17493,665000.0,4,2.5,2510,5936,2.0,0.0,0.0,3,9,1998,98075,47.585,-122.032,6060,"(47.585, -122.032)",15.1104
17494,1220000.0,3,3.0,4560,16339,2.0,0.0,2.0,3,10,2001,98034,47.702,-122.243,11561,"(47.702, -122.243)",7.4977
17495,380000.0,2,1.0,780,3910,1.0,0.0,0.0,3,6,1918,98126,47.566,-122.38,5060,"(47.566, -122.38)",4.0812
17497,631500.0,4,2.0,2530,5650,1.5,0.0,0.0,4,8,1910,98116,47.578,-122.382,5750,"(47.578, -122.382)",3.3456
17498,386100.0,3,2.0,1270,6760,1.0,0.0,0.0,5,7,1972,98034,47.738,-122.179,5734,"(47.738, -122.179)",11.353
17504,265000.0,2,1.0,820,8423,1.0,0.0,2.0,3,6,1957,98055,47.474,-122.2,9140,"(47.474, -122.2)",12.4289
17505,645500.0,2,1.0,1890,5202,1.5,0.0,0.0,4,7,1909,98117,47.679,-122.379,5100,"(47.679, -122.379)",4.1448
17506,570000.0,3,2.0,1270,3090,2.0,0.0,0.0,5,7,1911,98117,47.685,-122.359,3090,"(47.685, -122.359)",4.373
17507,1200000.0,4,2.5,3350,11688,1.0,0.0,2.0,3,10,1995,98006,47.551,-122.133,10804,"(47.551, -122.133)",11.308
17508,605000.0,2,1.0,1550,3200,1.5,0.0,0.0,3,8,1927,98112,47.637,-122.306,3937,"(47.637, -122.306)",2.37
17509,199500.0,3,1.0,920,9812,1.0,0.0,0.0,4,7,1962,98001,47.296,-122.284,9812,"(47.296, -122.284)",22.7386
17510,445000.0,2,1.0,950,4800,1.0,0.0,0.0,3,6,1941,98144,47.586,-122.301,5400,"(47.586, -122.301)",3.4251
17511,495000.0,4,1.75,2040,3570,1.0,0.0,0.0,4,7,1917,98144,47.575,-122.288,4206,"(47.575, -122.288)",4.3942
17512,594000.0,4,1.75,1870,5200,2.0,0.0,0.0,4,7,1937,98115,47.684,-122.283,5000,"(47.684, -122.283)",5.3511
17513,465000.0,3,1.75,1720,5280,1.0,0.0,0.0,4,8,1943,98199,47.649,-122.401,6000,"(47.649, -122.401)",2.9622
17514,160000.0,2,1.0,1020,13647,1.0,0.0,0.0,5,6,1915,98022,47.285,-121.927,8250,"(47.285, -121.927)",30.5867
17516,870000.0,4,2.0,3090,41147,1.0,0.0,0.0,3,7,1990,98052,47.675,-122.049,34280,"(47.675, -122.049)",14.5595
17518,500000.0,4,2.25,2050,7201,2.0,0.0,0.0,3,8,1994,98033,47.7,-122.165,7350,"(47.7, -122.165)",10.2276
17521,439950.0,4,2.25,2460,14600,1.0,0.0,0.0,4,8,1977,98042,47.376,-122.16,14600,"(47.376, -122.16)",19.2025
17524,425000.0,4,1.75,1730,11890,1.0,0.0,0.0,2,7,1955,98004,47.598,-122.194,12325,"(47.598, -122.194)",7.5291
17526,447500.0,4,2.0,1770,3332,2.0,0.0,0.0,3,7,1924,98118,47.556,-122.281,4000,"(47.556, -122.281)",5.6202
17530,415000.0,4,1.5,1540,7886,2.0,0.0,0.0,3,7,1967,98034,47.734,-122.193,7396,"(47.734, -122.193)",10.7003
17531,500000.0,3,2.25,1580,4379,2.0,0.0,0.0,4,8,1994,98029,47.569,-122.005,4187,"(47.569, -122.005)",16.5624
17532,337000.0,4,2.5,3200,5772,2.0,0.0,0.0,3,8,2003,98042,47.349,-122.153,5772,"(47.349, -122.153)",21.0145
17533,419950.0,4,2.5,2220,6800,2.0,0.0,0.0,3,7,2002,98059,47.49,-122.15,5303,"(47.49, -122.15)",13.0962
17534,290000.0,4,2.75,2240,8162,2.0,0.0,0.0,5,7,1946,98133,47.743,-122.34,8163,"(47.743, -122.34)",8.3849
17535,349950.0,2,1.75,1640,4176,1.0,0.0,0.0,4,7,1948,98118,47.516,-122.26,5200,"(47.516, -122.26)",8.4742
17536,330000.0,3,1.5,1170,4950,1.0,0.0,0.0,4,7,1960,98007,47.606,-122.135,7700,"(47.606, -122.135)",10.1529
17537,965000.0,4,2.25,3160,34560,1.0,0.0,0.0,4,10,1981,98072,47.734,-122.132,38045,"(47.734, -122.132)",12.8238
17539,665000.0,4,2.5,2600,17388,2.0,0.0,0.0,3,9,1996,98059,47.528,-122.146,11553,"(47.528, -122.146)",11.5769
17540,265000.0,3,1.75,1630,5999,1.5,0.0,0.0,4,7,1985,98198,47.382,-122.313,7500,"(47.382, -122.313)",16.6737
17541,545400.0,3,2.0,2850,19200,1.0,0.0,3.0,3,8,2004,98023,47.338,-122.348,18240,"(47.338, -122.348)",19.6164
17542,350000.0,4,3.0,2560,5606,2.0,0.0,0.0,3,9,2004,98092,47.327,-122.178,7334,"(47.327, -122.178)",21.9311
